Player,League,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
A. Rüdiger,Spain La Liga 2025-26,Real Madrid,Real Madrid,"RCB, LCB",33.0,25000000,2026-06-30,17,1526,1,1.3,0,0.0,9.08,59.74,Germany,"Germany, Sierra Leone",right,190,86,no,5.07,3.54,70.0,2.54,65.12,0.0,0.0,0.18,2.6,3.62,0.65,0,0.0,0,0.0,0.12,0.06,1,0.06,0.08,0,0.0,11,0.65,9.09,9.091,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.06,100.0,0.59,30.0,0.83,0.41,0.0,50.84,0.65,0.06,62.75,92.95,19.93,84.02,3.13,100.0,32.08,97.79,58.51,96.57,4.13,44.29,19.22,40.76,0.0,0.0,0.06,0.0,0.0,0.0,0.06,6.9,78.63,0.71,41.67,0.88,46.67,0.41,0.0,6.55,74.77,0,,0,,0,0.0,0.0,0.0,,,2.54,,,0.0,0.0,0.0,0.0,0,0.0
Bryan Gil,Spain La Liga 2025-26,Girona,Girona,"LW, LAMF, RW",25.0,14000000,2030-06-30,26,1516,0,2.07,3,2.69,21.91,39.02,Spain,Spain,left,175,65,no,4.27,5.22,48.86,1.07,22.22,0.0,0.0,0.0,1.72,2.05,1.01,4,0.24,0,0.0,4.1,0.0,0,0.0,0.12,0,0.0,21,1.25,28.57,0.0,0.18,2.79,38.3,2.37,35.0,0.36,50.0,0.36,5.16,49.43,13.59,36.24,3.27,3.62,0.95,25.94,1.25,2.02,30.22,81.93,5.88,72.73,10.98,96.22,6.95,74.36,26.95,87.22,0.59,40.0,15.37,17.69,0.16,1.01,0.06,0.12,0.18,66.67,0.71,1.6,66.67,2.91,53.06,0.18,66.67,1.01,1.01,3.56,73.33,0,,0,,0,0.0,0.0,0.0,,,0.18,,,0.06,0.0,0.0,0.47,0,0.0
Pablo Durán,Spain La Liga 2025-26,Celta de Vigo,Celta de Vigo,"CF, LWF, AMF",24.0,0,2028-06-30,28,1516,2,4.17,2,2.17,11.52,30.41,Spain,Spain,right,176,69,no,3.62,3.38,49.12,1.42,29.17,0.06,0.07,0.06,1.9,2.32,0.89,1,0.06,0,0.0,1.37,0.12,2,0.12,0.25,0,0.0,35,2.08,37.14,5.714,0.12,1.07,11.11,0.47,0.0,0.59,20.0,0.24,1.19,35.0,4.39,22.97,3.38,0.95,0.12,17.28,1.6,0.59,20.78,76.29,3.44,58.62,7.42,91.2,5.7,72.92,18.34,82.85,1.37,39.13,16.0,12.79,0.13,0.59,0.06,0.06,0.06,100.0,0.42,1.6,51.85,1.37,47.83,0.06,0.0,0.77,0.12,2.43,70.73,0,,0,,0,0.0,0.0,0.0,,,0.18,,,0.0,0.0,0.0,0.0,0,0.0
Pablo Marín,Spain La Liga 2025-26,Real Sociedad,Real Sociedad,"LCMF, LW, LAMF",22.0,1500000,2029-06-30,31,1514,0,0.78,1,1.37,16.47,40.07,Spain,Spain,right,178,73,no,5.11,5.11,66.28,1.96,24.24,0.18,0.24,0.06,1.55,2.08,1.13,2,0.12,0,0.0,1.37,0.0,0,0.0,0.05,0,0.0,11,0.65,27.27,0.0,0.06,1.01,35.29,0.54,44.44,0.48,25.0,0.0,1.9,40.63,7.25,29.51,1.43,1.37,0.18,15.28,0.54,1.07,21.82,79.29,4.82,56.79,5.11,96.51,6.66,83.04,19.85,83.53,1.01,35.29,14.98,15.67,0.08,0.48,0.0,0.0,0.18,33.33,0.24,2.14,69.44,1.01,70.59,0.18,33.33,0.48,0.42,2.79,61.7,0,,0,,0,0.0,0.0,0.0,,,0.3,,,0.0,0.0,0.0,0.0,0,0.0
N. Molina,Spain La Liga 2025-26,Atlético Madrid,Atlético Madrid,RB,28.0,28000000,2027-06-30,26,1503,2,0.65,2,2.07,14.37,49.58,Argentina,Argentina,right,175,70,no,9.22,7.01,66.67,1.68,32.14,0.24,0.32,0.24,4.31,5.68,0.84,4,0.24,0,0.0,2.16,0.12,2,0.12,0.04,0,0.0,14,0.84,28.57,14.286,0.12,2.63,40.91,0.0,0.0,2.63,40.91,0.18,1.8,40.0,4.07,33.82,0.6,1.44,0.6,31.5,2.4,0.3,44.55,78.23,16.05,70.9,6.23,93.27,14.07,79.15,37.66,85.21,4.43,39.19,16.64,21.51,0.12,0.84,0.06,0.06,0.18,66.67,0.48,5.39,74.44,2.99,56.0,0.48,50.0,0.78,1.08,8.98,59.33,0,,0,,0,0.0,0.0,0.0,,,0.9,,,0.18,0.06,0.0,0.24,0,0.0
L. Beltrán,Spain La Liga 2025-26,Valencia,Valencia,CF,25.0,16000000,2028-06-30,27,1488,1,5.52,2,0.56,23.71,37.76,Argentina,"Argentina, Italy",right,176,77,yes,5.2,4.48,54.05,4.17,33.33,0.42,0.55,0.12,2.36,3.06,1.57,1,0.06,0,0.0,2.12,0.06,1,0.06,0.33,0,0.0,31,1.88,22.58,3.226,0.12,0.97,43.75,0.18,66.67,0.79,38.46,0.0,2.0,57.58,11.31,34.76,3.39,1.27,0.36,16.69,1.69,2.36,22.5,81.99,6.05,70.0,5.56,91.3,6.23,87.38,20.99,84.44,0.67,63.64,15.17,10.66,0.03,0.54,0.0,0.0,0.12,100.0,0.24,3.39,82.14,0.97,50.0,0.18,66.67,0.54,0.24,2.78,76.09,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
A. Griezmann,Spain La Liga 2025-26,Atlético Madrid,Atlético Madrid,CF,35.0,25000000,2027-06-30,32,1480,7,5.61,2,3.13,11.25,44.86,France,France,left,176,73,no,4.14,2.92,60.42,2.01,39.39,0.36,0.5,0.0,2.01,2.76,0.24,0,0.0,0,0.0,2.61,0.43,7,0.43,0.34,0,0.0,39,2.37,53.85,17.949,0.12,2.01,21.21,1.03,23.53,0.91,20.0,0.24,1.34,59.09,4.62,34.21,3.53,1.09,0.3,36.06,1.64,0.55,40.07,81.79,10.09,69.88,8.39,96.38,13.38,81.36,35.7,85.86,2.43,72.5,16.47,21.89,0.19,1.4,0.12,0.06,0.3,40.0,0.55,3.89,71.88,3.77,43.55,0.79,38.46,1.7,0.67,4.93,72.84,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.61,0.06,0.0,2.61,0,0.0
Denis Suárez,Spain La Liga 2025-26,Deportivo Alavés,Deportivo Alavés,LCMF,32.0,1500000,2027-06-30,28,1476,1,0.71,2,1.5,14.63,49.58,Spain,Spain,right,176,66,no,5.43,5.37,60.23,0.61,60.0,0.06,0.08,0.24,2.13,2.7,1.04,6,0.37,0,0.0,1.71,0.06,1,0.06,0.04,0,0.0,8,0.49,37.5,12.5,0.12,1.22,25.0,0.49,0.0,0.73,41.67,0.12,2.5,46.34,6.83,42.86,0.85,2.07,0.37,33.72,0.24,1.34,45.0,85.23,13.54,73.87,7.2,94.07,14.02,87.83,41.59,89.3,2.2,41.67,16.16,22.14,0.09,0.91,0.06,0.06,0.24,25.0,0.37,6.4,75.24,2.13,34.29,0.61,20.0,0.79,0.3,5.24,77.91,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.61,0.0,0.0,1.22,0,0.0
Thierry Correia,Spain La Liga 2025-26,Valencia,Valencia,"RB, RW",27.0,6000000,2026-06-30,22,1472,0,0.24,1,1.53,15.9,49.23,Portugal,"Portugal, Cape Verde Islands",right,176,69,no,7.7,6.91,52.21,2.32,50.0,0.18,0.25,0.0,3.91,5.23,1.71,5,0.31,0,0.0,2.2,0.0,0,0.0,0.01,0,0.0,3,0.18,33.33,0.0,0.06,3.12,33.33,0.0,0.0,3.06,32.0,0.31,1.65,62.96,4.22,52.17,1.53,1.65,0.12,31.61,3.73,1.47,42.07,81.4,12.72,75.48,8.32,93.38,12.84,80.0,36.07,87.97,3.0,51.02,17.54,30.32,0.09,0.73,0.0,0.0,0.18,33.33,0.43,4.52,70.27,3.3,57.41,0.31,40.0,0.98,0.98,7.83,71.09,0,,0,,0,0.0,0.0,0.0,,,0.92,,,0.0,0.0,0.0,0.0,0,0.0
Hugo Sotelo,Spain La Liga 2025-26,Celta de Vigo,Celta de Vigo,"RCMF, LCMF",22.0,2500000,2028-06-30,20,1465,0,0.12,1,1.47,10.44,47.65,Spain,Spain,right,180,76,no,6.7,5.53,53.33,0.49,75.0,0.06,0.08,0.55,3.69,4.64,1.66,3,0.18,0,0.0,0.37,0.0,0,0.0,0.01,0,0.0,3,0.18,66.67,0.0,0.06,0.31,60.0,0.12,100.0,0.18,33.33,0.06,0.18,0.0,2.64,30.23,0.12,1.29,0.0,45.4,0.18,0.8,58.36,91.47,15.05,78.78,8.72,100.0,26.66,97.0,54.8,93.39,3.26,62.26,18.22,31.13,0.09,1.41,0.06,0.06,0.12,50.0,0.31,9.4,84.97,0.92,66.67,0.25,75.0,0.31,0.18,7.13,75.86,0,,0,,0,0.0,0.0,0.0,,,0.74,,,0.74,0.12,50.0,2.46,0,0.0
A. Abqar,Spain La Liga 2025-26,Getafe,Getafe,"RCB, CB",27.0,7500000,2028-06-30,21,1463,0,0.17,2,0.1,15.63,68.11,Morocco,Morocco,right,188,80,no,9.17,7.07,73.04,2.95,60.42,0.37,0.52,0.43,3.63,5.15,1.48,10,0.62,1,0.06,0.12,0.0,0,0.0,0.01,0,0.0,4,0.25,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.18,66.67,1.54,68.0,0.25,0.31,0.0,13.47,0.18,2.03,25.78,74.46,11.63,60.32,2.83,100.0,9.04,83.67,19.5,84.54,6.15,44.0,24.58,41.89,0.01,0.06,0.0,0.0,0.0,0.0,0.06,5.11,45.78,0.55,11.11,0.31,40.0,0.06,0.0,4.98,65.43,0,,0,,0,0.0,0.0,0.0,,,2.4,,,0.0,0.0,0.0,0.0,0,0.0
L. Dendoncker,Spain La Liga 2025-26,Real Oviedo,Real Oviedo,"RDMF, LDMF, RCMF",31.0,7000000,2027-06-30,19,1459,1,1.32,0,0.48,13.63,52.94,Belgium,Belgium,right,188,76,no,7.96,6.48,62.86,3.33,48.15,0.0,0.0,0.37,3.89,4.69,0.8,2,0.12,0,0.0,0.49,0.06,1,0.06,0.08,0,0.0,9,0.56,44.44,11.111,0.0,0.31,40.0,0.19,33.33,0.12,50.0,0.0,0.43,14.29,2.16,34.29,1.42,0.8,0.19,23.32,0.19,0.19,33.43,88.01,7.96,75.97,5.49,94.38,14.62,93.67,31.46,90.39,1.73,50.0,16.24,23.31,0.03,0.25,0.0,0.0,0.06,100.0,0.12,3.45,73.21,0.37,83.33,0.12,50.0,0.62,0.12,4.26,60.87,0,,0,,0,0.0,0.0,0.0,,,0.62,,,0.0,0.0,0.0,0.0,0,0.0
Martim Neto,Spain La Liga 2025-26,Elche,Elche,"RCMF, LCMF",23.0,3000000,2028-06-30,25,1459,2,0.8,4,2.44,12.28,53.77,Portugal,Portugal,right,185,78,no,5.43,4.87,69.62,0.86,28.57,0.06,0.1,0.06,1.97,3.2,1.11,2,0.12,0,0.0,1.6,0.12,2,0.12,0.05,0,0.0,12,0.74,33.33,16.667,0.25,1.17,31.58,0.31,20.0,0.86,35.71,0.37,1.54,64.0,5.12,45.78,1.67,2.16,0.68,28.99,0.56,0.68,37.26,87.09,8.82,78.32,9.19,93.29,11.23,88.46,35.04,90.32,1.05,41.18,15.46,13.9,0.15,1.36,0.06,0.0,0.12,0.0,0.62,4.01,83.08,1.3,61.9,0.12,0.0,0.86,0.43,4.5,72.6,0,,0,,0,0.0,0.0,0.0,,,0.74,,,0.62,0.0,0.0,1.42,0,0.0
F. Ugrinić,Spain La Liga 2025-26,Valencia,Valencia,"RCMF, LCMF, AMF",27.0,6000000,2029-06-30,25,1456,0,0.91,3,3.22,13.04,46.92,Switzerland,"Switzerland, Serbia",right,184,88,no,5.87,4.51,65.75,1.85,53.33,0.19,0.25,0.19,2.72,3.6,0.87,3,0.19,0,0.0,1.11,0.0,0,0.0,0.06,0,0.0,18,1.11,11.11,0.0,0.19,1.3,33.33,0.12,100.0,1.17,26.32,0.19,1.17,47.37,5.01,28.4,1.05,1.05,0.12,25.84,1.11,0.87,38.26,82.23,10.88,68.75,8.9,97.22,12.24,87.37,34.31,86.49,2.66,51.16,17.46,26.45,0.2,1.3,0.0,0.0,0.12,0.0,0.31,4.82,67.95,1.61,50.0,0.31,20.0,0.68,0.49,4.95,57.5,0,,0,,0,0.0,0.0,0.0,,,0.43,,,0.68,0.0,0.0,2.04,0,0.0
Yusi,Spain La Liga 2025-26,Deportivo Alavés,Deportivo Alavés,LB,20.0,0,2029-06-30,24,1442,0,0.67,1,2.12,13.61,49.54,Spain,"Spain, Morocco",left,170,62,no,6.55,5.99,56.25,1.81,55.17,0.19,0.27,0.06,3.0,4.26,1.37,5,0.31,0,0.0,2.5,0.0,0,0.0,0.04,0,0.0,11,0.69,27.27,0.0,0.06,3.93,39.68,3.93,39.68,0.0,0.0,0.5,1.19,63.16,3.99,45.31,0.94,0.81,0.19,26.71,1.5,0.81,36.07,78.2,10.36,68.07,8.8,95.74,9.86,70.89,28.77,86.12,3.68,59.32,18.54,31.44,0.13,0.94,0.06,0.0,0.0,0.0,0.69,2.75,63.64,4.37,48.57,0.12,50.0,0.87,1.56,7.55,70.25,0,,0,,0,0.0,0.0,0.0,,,1.06,,,0.06,0.0,0.0,0.0,0,0.0
C. Riedel,Spain La Liga 2025-26,Espanyol,Espanyol,RCB,22.0,2000000,2029-06-30,19,1440,0,0.08,0,0.14,13.44,61.86,Germany,Germany,right,186,77,no,7.87,5.75,67.39,3.94,53.97,0.13,0.15,0.31,3.88,4.51,1.44,5,0.31,0,0.0,0.25,0.0,0,0.0,0.0,0,0.0,3,0.19,33.33,0.0,0.0,0.13,50.0,0.06,100.0,0.06,0.0,0.0,0.13,100.0,0.81,53.85,0.13,0.44,0.06,30.69,0.06,0.38,46.94,88.95,14.94,77.82,4.0,95.31,22.13,95.76,42.56,93.1,4.25,48.53,19.49,35.07,0.01,0.13,0.0,0.0,0.0,0.0,0.0,4.31,55.07,0.81,23.08,0.63,40.0,0.25,0.06,5.94,65.26,0,,0,,0,0.0,0.0,0.0,,,2.25,,,0.0,0.0,0.0,0.0,0,0.0
Dani Parejo,Spain La Liga 2025-26,Villarreal,Villarreal,"LCMF, RCMF",37.0,2500000,2026-06-30,30,1437,0,0.0,0,1.23,10.02,59.38,Spain,Spain,right,182,74,no,9.46,5.14,64.63,0.81,53.85,1.82,2.09,0.56,4.32,4.96,1.0,3,0.19,0,0.0,0.56,0.0,0,0.0,0.0,0,0.0,2,0.13,0.0,0.0,0.0,0.13,100.0,0.06,100.0,0.06,100.0,0.0,0.44,57.14,2.69,53.49,0.13,0.5,0.0,35.76,0.13,1.38,48.66,88.8,14.15,79.65,5.51,93.18,21.17,92.6,44.09,92.19,4.45,54.93,18.93,28.39,0.08,1.0,0.06,0.06,0.25,75.0,0.25,7.95,79.53,1.19,63.16,0.63,60.0,0.5,0.06,7.33,76.92,0,,0,,0,0.0,0.0,0.0,,,0.56,,,0.88,0.13,0.0,2.25,0,0.0
Hugo Álvarez,Spain La Liga 2025-26,Celta de Vigo,Celta de Vigo,"LWF, LWB, AMF",22.0,0,2028-06-30,26,1435,4,1.86,2,1.49,13.36,37.09,Spain,Spain,right,176,72,no,3.57,3.64,46.55,0.94,13.33,0.06,0.07,0.0,1.82,2.17,1.07,2,0.13,0,0.0,2.13,0.25,4,0.25,0.12,0,0.0,13,0.82,61.54,30.769,0.13,1.38,18.18,1.13,22.22,0.25,0.0,0.06,2.82,44.44,7.34,35.9,2.76,3.26,0.38,32.36,1.19,1.0,38.2,84.73,8.72,71.94,11.35,93.92,10.03,86.25,35.75,88.42,1.25,40.0,16.25,15.86,0.09,1.25,0.06,0.06,0.25,50.0,0.5,2.7,83.72,2.76,59.09,0.38,33.33,2.01,0.31,6.21,70.71,0,,0,,0,0.0,0.0,0.0,,,0.44,,,0.06,0.0,0.0,0.19,0,0.0
Miguel Román,Spain La Liga 2025-26,Celta de Vigo,Celta de Vigo,"RCMF, LCMF",23.0,0,2028-06-30,19,1433,1,0.61,0,1.09,10.68,47.65,Spain,Spain,right,178,70,no,6.59,5.46,55.17,1.7,33.33,0.0,0.0,0.44,3.58,4.09,1.32,3,0.19,0,0.0,0.31,0.06,1,0.06,0.04,0,0.0,7,0.44,14.29,14.286,0.0,0.13,50.0,0.0,0.0,0.13,50.0,0.0,0.19,66.67,1.57,44.0,0.31,0.88,0.13,34.61,0.25,0.69,46.1,87.06,13.57,69.44,6.78,96.3,19.72,94.59,41.95,90.42,4.02,53.13,18.7,32.69,0.07,0.57,0.0,0.06,0.31,20.0,0.13,7.22,70.43,1.13,22.22,0.5,12.5,0.19,0.06,5.72,74.73,0,,0,,0,0.0,0.0,0.0,,,0.38,,,0.25,0.0,0.0,1.13,0,0.0
Oriol Rey,Spain La Liga 2025-26,Levante,Levante,"LCMF, RCMF",28.0,1600000,2027-06-30,19,1427,0,0.48,0,0.31,11.23,52.25,Spain,Spain,left,180,71,no,7.0,5.3,57.14,1.83,37.93,0.06,0.07,0.44,3.91,4.46,1.39,3,0.19,0,0.0,0.5,0.0,0,0.0,0.03,0,0.0,8,0.5,0.0,0.0,0.0,0.38,83.33,0.25,100.0,0.06,0.0,0.0,0.5,37.5,2.14,61.76,0.32,0.63,0.06,22.83,0.19,0.88,34.31,88.24,10.85,75.58,4.79,98.68,13.69,94.93,31.91,90.71,2.08,51.52,18.5,28.8,0.02,0.38,0.06,0.0,0.0,0.0,0.06,5.11,79.01,0.82,61.54,0.19,33.33,0.32,0.25,4.92,65.38,0,,0,,0,0.0,0.0,0.0,,,0.57,,,0.25,0.0,0.0,0.06,0,0.0
Raphinha,Spain La Liga 2025-26,Barcelona,Barcelona,"LAMF, LWF, AMF",29.0,0,2028-06-30,21,1423,11,8.95,4,3.72,12.33,41.03,Brazil,"Brazil, Italy",left,176,68,no,4.62,2.97,59.57,0.51,50.0,0.19,0.39,0.0,2.66,5.48,0.63,5,0.32,0,0.0,4.81,0.7,8,0.51,0.57,1,0.06,56,3.54,35.71,19.643,0.25,3.42,37.04,2.15,29.41,1.14,50.0,0.57,4.24,50.75,7.46,36.44,5.12,2.72,0.13,35.61,2.4,0.63,38.96,79.55,6.58,60.58,10.12,95.0,14.8,79.06,33.08,86.23,2.53,50.0,17.25,31.81,0.24,1.9,0.19,0.06,0.38,33.33,1.08,4.3,67.65,3.54,46.43,0.76,41.67,1.58,1.26,5.44,84.88,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.63,0.19,33.33,2.85,3,100.0
Gerard Moreno,Spain La Liga 2025-26,Villarreal,Villarreal,CF,34.0,10000000,2027-06-30,21,1423,10,7.19,0,1.28,17.01,38.29,Spain,Spain,left,180,77,no,3.42,3.48,45.45,2.78,45.45,0.0,0.0,0.0,1.83,2.09,0.89,0,0.0,0,0.0,2.59,0.63,7,0.44,0.45,2,0.13,39,2.47,41.03,25.641,0.0,0.95,20.0,0.25,25.0,0.57,22.22,0.13,2.78,47.73,8.29,35.88,3.67,1.71,0.44,27.89,1.2,0.95,34.53,78.94,9.23,68.49,9.04,94.41,9.49,79.33,30.67,82.47,2.97,59.57,17.64,35.09,0.08,0.95,0.13,0.13,0.51,12.5,0.51,4.3,72.06,2.66,47.62,0.82,15.38,1.58,0.25,5.5,73.56,0,,0,,0,0.0,0.0,0.0,,,0.89,,,0.0,0.0,0.0,0.0,3,100.0
C. Lenglet,Spain La Liga 2025-26,Atlético Madrid,Atlético Madrid,LCB,30.0,10000000,2028-06-30,17,1415,0,0.17,1,0.04,10.37,59.51,France,France,left,186,81,no,7.57,4.64,69.86,3.5,52.73,0.32,0.41,0.38,4.01,5.16,1.21,5,0.32,1,0.06,0.13,0.0,0,0.0,0.01,0,0.0,3,0.19,0.0,0.0,0.06,0.38,16.67,0.32,20.0,0.06,0.0,0.0,0.13,50.0,1.02,56.25,0.57,1.02,0.06,38.29,0.32,0.45,53.05,88.73,23.28,82.24,2.73,95.35,21.18,95.8,44.2,93.53,8.52,66.42,23.12,41.86,0.0,0.06,0.06,0.0,0.0,0.0,0.06,7.63,81.67,0.51,37.5,0.64,40.0,0.19,0.06,10.56,74.7,0,,0,,0,0.0,0.0,0.0,,,1.78,,,0.0,0.0,0.0,0.0,0,0.0
G. Lo Celso,Spain La Liga 2025-26,Real Betis,Real Betis,"AMF, CF",30.0,16000000,2028-06-30,22,1412,2,2.9,2,1.82,14.85,50.21,Argentina,"Argentina, Italy",left,177,68,no,4.4,3.76,64.41,1.02,62.5,0.32,0.39,0.06,1.66,2.01,0.57,4,0.25,0,0.0,2.04,0.13,2,0.13,0.18,1,0.06,31,1.98,35.48,6.452,0.13,0.83,30.77,0.57,44.44,0.25,0.0,0.13,1.4,63.64,8.35,46.56,2.17,1.53,0.25,39.96,0.96,2.55,47.87,88.42,15.23,81.17,8.29,93.85,14.09,90.5,44.3,90.07,2.74,79.07,16.02,30.31,0.12,1.34,0.25,0.0,0.38,50.0,0.38,6.76,83.96,3.51,58.18,0.89,35.71,1.72,0.25,6.82,87.85,0,,0,,0,0.0,0.0,0.0,,,0.32,,,1.4,0.32,20.0,2.55,0,0.0
Joel Roca,Spain La Liga 2025-26,Girona,Girona,"LW, LAMF",20.0,0,2029-06-30,29,1410,3,3.93,1,0.78,22.6,45.76,Spain,Spain,right,176,66,no,4.6,4.47,58.57,1.72,29.63,0.32,0.41,0.06,1.66,2.13,0.77,3,0.19,1,0.06,4.66,0.19,3,0.19,0.25,0,0.0,37,2.36,35.14,8.108,0.06,2.23,28.57,2.04,28.13,0.19,33.33,0.06,6.19,51.55,14.11,43.89,3.64,5.04,0.83,18.89,1.09,2.36,22.66,78.31,4.09,70.31,8.11,95.28,5.87,68.48,20.11,85.08,0.45,14.29,16.59,10.36,0.05,0.51,0.0,0.0,0.0,0.0,0.32,0.89,85.71,1.66,53.85,0.0,0.0,0.7,0.51,2.55,50.0,0,,0,,0,0.0,0.0,0.0,,,0.06,,,0.0,0.0,0.0,0.38,0,0.0
A. Sánchez,Spain La Liga 2025-26,Sevilla,Sevilla,"CF, AMF, LW",37.0,2500000,2026-06-30,26,1405,4,2.81,2,1.52,15.89,40.32,Chile,Chile,right,169,62,no,4.04,3.65,57.89,2.82,29.55,0.51,0.74,0.0,1.41,2.03,0.9,2,0.13,0,0.0,1.47,0.26,3,0.19,0.18,1,0.06,22,1.41,31.82,18.182,0.13,0.83,30.77,0.51,12.5,0.32,60.0,0.06,0.83,76.92,5.96,37.63,3.27,0.58,0.13,18.7,0.83,1.6,26.2,74.82,8.2,67.19,5.64,92.05,6.79,75.47,22.93,79.05,2.43,50.0,15.8,23.9,0.1,0.96,0.06,0.0,0.19,66.67,0.38,3.2,66.0,2.56,60.0,0.38,50.0,1.73,0.26,4.1,68.75,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.13,0.06,0.0,0.9,1,100.0
E. Cömert,Spain La Liga 2025-26,Valencia,Valencia,"LCB, RCB, CB",28.0,4000000,2026-06-30,16,1395,2,1.44,0,0.34,9.61,58.39,Switzerland,"Switzerland, Türkiye",right,183,80,no,7.29,4.71,64.38,2.39,56.76,0.39,0.51,0.39,3.87,5.07,0.39,3,0.19,0,0.0,0.45,0.13,2,0.13,0.09,1,0.06,8,0.52,37.5,25.0,0.0,0.13,50.0,0.13,50.0,0.0,0.0,0.0,0.39,50.0,1.29,45.0,0.52,0.58,0.58,33.87,0.19,0.77,46.19,87.01,18.52,74.56,4.45,94.2,18.58,96.88,39.74,92.37,6.32,54.08,20.18,39.55,0.02,0.13,0.0,0.0,0.0,0.0,0.0,5.03,60.26,0.26,50.0,0.19,33.33,0.13,0.06,7.35,60.53,0,,0,,0,0.0,0.0,0.0,,,3.87,,,0.0,0.0,0.0,0.0,0,0.0
T. Almada,Spain La Liga 2025-26,Atlético Madrid,Atlético Madrid,"LW, LAMF, RW",25.0,27000000,2030-06-30,26,1394,3,2.8,1,1.16,16.85,44.83,Argentina,"Argentina, Italy",right,171,62,no,5.23,5.55,54.65,1.29,20.0,0.19,0.28,0.13,2.0,2.87,0.77,2,0.13,1,0.06,2.78,0.19,3,0.19,0.18,0,0.0,19,1.23,52.63,15.789,0.06,1.81,32.14,0.9,35.71,0.9,28.57,0.13,2.45,57.89,8.01,40.32,2.2,3.29,0.32,33.7,0.97,1.03,44.42,85.47,9.81,76.32,9.56,91.22,16.14,90.0,40.22,89.57,2.45,55.26,16.73,25.58,0.07,1.16,0.06,0.06,0.19,66.67,0.19,5.16,78.75,3.49,68.52,0.71,45.45,2.07,0.52,5.62,75.86,0,,0,,0,0.0,0.0,0.0,,,0.13,,,0.39,0.0,0.0,0.84,0,0.0
Carlos Vicente,Spain La Liga 2025-26,Birmingham City,Deportivo Alavés,"RW, RAMF",26.0,4000000,2029-06-30,21,1390,5,3.29,0,2.09,20.53,50.16,Spain,Spain,right,179,71,no,5.37,6.28,46.39,1.75,29.63,0.0,0.0,0.13,2.46,3.38,0.78,1,0.06,0,0.0,5.7,0.32,2,0.13,0.21,0,0.0,10,0.65,60.0,50.0,0.0,6.67,33.01,0.06,100.0,6.6,32.35,0.71,4.47,68.12,10.17,58.6,2.2,1.75,0.19,26.22,2.07,2.59,36.45,72.11,7.38,62.28,9.71,91.33,9.58,66.89,28.62,82.81,1.55,33.33,17.52,27.46,0.14,1.04,0.0,0.0,0.06,100.0,0.71,1.36,66.67,4.08,53.97,0.0,0.0,0.32,2.33,5.37,66.27,0,,0,,0,0.0,0.0,0.0,,,0.06,,,0.39,0.0,0.0,2.07,3,100.0
